"おみそ汁の作り方、教えてくれる？
Can you tell me (  ) (  ) make miso soup?",(how) (to)
"アキラはどこ？ー職員室で見たよ。
Where's Akira? -I saw him in the (  ) room.",(teachers’)　
"科学者になるのって、難しいのかなぁ？－そうだと思うよ。
Is it (  ) to be a (  )?ーI think so.",(difficult) (scientist)
"モンゴルの雨季はいつですか。
(  ) is the rainy (  ) in Mongolia?",(When) (season)
"あなたたちの写真を撮りたいのですが。
I'd (  ) (  ) take a picture of you.",(like) (to)
"あの男の人、弁護士さんみたいだね。
That man (  ) like a (  ).",(looks) (lawyer)
"うちのお母さん、ジョニー・デップの大ファンなの。
My mother is a (  ) (  ) of Johnny Depp.",(big) (fan)
"あそこにある本を見せていただけませんか。
Could you (  ) me the book over there?",(show)
"あの屋上にいるあれ、何？ーサルのようだな。
What's on that (  )? ーIt looks (  ) a monkey.",(roof) (like)
"今日では、コミュニケーションの方法は数多くあります。
There are a lot of (  ) of communication today.",(ways)
"この門、ちょっと狭いね。
This (  ) is a little (  ).",(gate) (narrow)
"いつか、暖炉のある家に住みたいな。
I want to live in a (  ) that has a fireplace one day.",(house)
"このいす、ちょっと動かしてもいい？－もちろん。
Can I (  ) this chair a little? ーSure.",(move)
"ゲルでの生活はどんな感じですか。
What is your (  ) in a ger like?",(life)
"この映画、すごくおもしろかったよ。
This film was really (  ).",(interesting)
"今、どこに滞在しているのですか。
(  ) are you (  ) now?",(Where) (staying)
"あなたは今までに何か国訪れていますか。
How many countries have you ever (  )?",(visited)
"この本の著者ってだれですか。
Who is the (  ) of this book?",(writer)
"この図書館は、有名な建築家によって設計されたそうですね。
I hear this library was designed by a (  ) (  ).",(famous) (architect)
"彼の家系には政治家が多いです。
There are many (  ) in his family.",(politicians)
"次の日曜日、どこに行きたい？
(  ) do you (  ) (  ) go to next Sunday?",(Where) (want) (to)
"ぼくは今日、ハリウッド映画についてたくさん学びました。
I (  ) a lot about Hollywood films today.",(learned)
"この映画はジョージ・ルーカス作ですか。
Was this film (  ) (  ) George Lucas?",(made) (by)
"それ、どこから手に入れたの？
(  ) did you get that (  )?",(Where) (from)
"あなたはよく図書館に行きますか。
Do you often go to the (  )?",(library)
"多くの人々が正義のためにたたかいました。
A lot of people (   ) (   ) justice.",fought / for
"あきらめてはいけません。
Don't (   ) (   ).",give / up
"彼は明日、ワシントンDCで演説します。
He will (   ) a (   ) in Washington D.C. tomorrow.",make / speech
"キング牧師は1963年に演説しました。
Dr King (   ) a (   ) in 1963.",made / speech
"それらの人々の一人がキング牧師でした。
(   ) (   ) those people was Dr King.",One / of
"その弁護士は私を自由にした。
The lawyer (   ) me (   ).",made [ set ] / free
"あなたはそれの何が好きなのですか。
( you / it /  what / about / do / like )?",What do you like about it?
"あなたは一度、私に手紙をくれたことがあります。
(   ) written to me once.",You've
"London is a big city.  Mr Oka visited it last year.
（主語＋動詞の形を使って一つの文に）",London is a big city Mr Oka visited last year.
The animal ( 1 wanting  2 I want ) to watch is a dolphin.,2
"The movie was interesting.  I saw it yesterday.
The movie (   ) (   ) (   ) (   ) (   ). ( 同じ内容を表すように） ",I / saw / yesterday / was / interesting
The food ( 1 wanted  2 I want ) to eat is sushi.,2
"The cap is nice.  My mother gave me the cap.
The cap (   ) (   ) (   ) (   ) (   ) (   ). ( 同じ内容を表すように） ",my / mother / gave / me / is / nice
The subject she wants to study is math.,彼女が勉強したい科目は数学です。
The bag I bought yesterday is very nice.,私が昨日買ったかばんはとてもすてきだ。
"これがポールが今朝食べた食べ物です。
This is the food (   ) (   ) this morning.",Paul / ate
"京都は私が訪れたい都市です。
Kyoto is the (   ) (   ) (   ) to visit.",city / I / want
"これが彼女が作った人形です。
This is the (   ) (   ) (   ).",doll / she / made
"これは私が好きな映画です。
This is (   ) (   ) (   ) (   ).",the / movie / I / like
"あなたは彼が書いた本を買いましたか。
Did you buy the book (   ) (   )?",he / wrote
"The girl is Amy. I saved her.
The girl (   ) (   ) is Amy. （同じ内容になるように）",I / saved
"The food is sushi. I want to eat it now.
The food (   ) (   ) (   ) (   ) now is sushi. （同じ内容になるように）",I / want / to / eat
"The place is London. I like it the best.
The place (   ) (   ) (   ) (   ) is London. （同じ内容になるように）",I / like / the / best
"私たちが使った部屋をそうじしましょう。
( clean / used / the / let's / we / room ).",Let's clean the room we used.
"これは私が毎日乗る馬です。
( horse / this / a / I / ride / day / is / every ).",This is a horse I ride every day.
"あなたが今までに見た中で一番よい試合は何ですか。
( ever / you / game / the / have / best / seen / what's ) ?",What's the best game you have ever seen?
"彼らが訪れた都市は東京です。
( city / Tokyo / visited / is / the / they ).",The city they visited is Tokyo.
"これはポールが毎日聞いている歌です。
This is the song (   ) (   ) (   ) every day.",Paul / listens / to
"これはエマが毎日使っているかばんです。
This is the bag (   ) (   ) every day.",Emma / uses
"これは耕司が毎日乗っている自転車です。
This is the bike (   ) (   ) every day.",Koji / rides
"私が最も好きな食べ物はカレーです。
( I / the food / like ) the best is curry.",The food I like　the best is curry.
"丘先生は何年も前に買ったカメラを使っています。
Mr Oka uses ( he / the camera / bought ) many years ago.",Mr Oka uses the camera he bought many years ago.
"これは久美が毎日読んでいる本です。
This is the book (   ) (   ) every day.",Kumi / reads
"これはラージが聞いたCDです。
( this / Raj / the CD / listened  to / is ).",This is the CD Raj listened to.
"私が訪れたい都市は京都です。
( I / visit / the city / to / Kyoto / is / want ).",The city I want to visit is Kyoto.
"久美は私が知らない先生と話しています。
( talking with / I / Kumi / is / don't / a teacher / know ).",Kumi is talking with a teacher I don't know.
メイリンが最も好きな映画はトイ・ストーリーです。,The movie Meiling likes the best is Toy Story.
"「スターウォーズ」は私がこれまでに見た中で最もよい映画です。
( seen / the best movie / have / is /I / Star Wars / ever ).",Star wars is the best movie I have ever seen.
"私たちが昨日聞いた音楽はとても人気があります。
( very popular /  we / yesterday / is / listened to / the music ).",The music we listened to yesterday is very popular.
"人々はバスのどの席にでも自由に座ることができます。
People are (   ) (   ) take any seat on the bus.",able / to
"私たちは6時までにはロンドンに着くことができるでしょう。
We'll (   ) able (   ) get to London by six.",be / to
"かれはその旅行をあきらめました。
He (   ) (   ) the trip.",gave / up
公園を走っているあの女の子はアヤです。,That girl running in the park is Aya.
"The girl who is talking on the phone is my sister.
The (   ) (   ) on the phone is my sister.（関係代名詞を使わずに）",The girl talking on the phone is my sister.
"本を読んでいる少年を見なさい。
Look at the boy ( read ) a book. ( (   ) 内を適切な形に）",reading
"テレビを見ているあれらの男性たちはみなドイツ人です。
Those (   ) (   ) TV are all from Germany.",men / watching
